관광지ID,좌표정보(X),좌표정보(Y),경도,위도,판정사유,좌표보완방법,좌표검색어
46052c0713c66ae25495e4f01fcb8be2,,,126.9319257,37.4180901,,카카오_도로명주소,경기도 안양시 만안구 예술공원로208번길 72
46072b81c4a86fa4ac689930c9fd0fc2,392921.1106,187545.8441,129.1183063,35.1686064,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
460f54a103fce41ce1b6ff4a0987ad3d,296782.3218,186340.6176,128.0631892,35.1715903,,,
461091d47ced2ff155b62fdbf97b4988,343339.3011,369161.889,128.6071417,36.8130382,,,
4612321601984218b17186009f5e37cb,247802.9208,188850.1332,127.5257173,35.1977281,,,
46158d8978e51449f3ebfffa81746619,341262.0273,260076.1426,128.5641252,35.8306634,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4617b1926a4a94028444b62e86cbb88f,203083.2725,469500.2751,127.0357612,37.7279561,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4617b77a54250d1b812cb97b555ad3a3,385740.3975,451032.5013,129.1023827,37.542878,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4619eabaeace44515ffa97940f1e001e,295066.143,185683.1496,128.0442779,35.1658288,,,
461fe63121b352707730d9502f2e754c,336462.1551,529766.7664,128.5599195,38.2605665,,,
461ff7f2f89fb742b5eeea5d69231380,384199.1439,180147.1688,129.0209814,35.1035941,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
462b3990a941af7d8447335692691c1c,316319.4233,269810.5278,128.2895782,35.9216437,,,
462f1d9c76cbae665a11acbd4f4bb059,386037.1741,449090.2284,129.1052471,37.5253303,,,
462f7b2c971c8e86e871e29c576afe9b,265724.5829,176651.6939,127.7215286,35.0867736,,,
4632f1f86750c38adef1c34ac372dc11,297963.904,351710.5008,128.096506,36.6615883,,,
4638a50a5dee175cb81c05f1ff4a1156,357673.1427,178673.6722,128.7299093,35.0948152,,,
463ea03994d4a7d44307f7fb4df92601,298982.3329,269914.9808,128.097537,35.9244919,,,
4643256e2d6abc7f5e812c49d155fb82,393237.3984,186213.6455,129.1214643,35.1565461,,,
4646b23a30bb8eb261fb903d54d8344c,188026.9425,357006.9347,126.8667856,36.7142731,,,
46497ad60a5a2bf274a27a75b2c426ae,210462.3908,414211.9186,127.1186854,37.2297539,,,
464e9eb3a3918a2d3f2006513bd42949,224652.9596,384654.1654,127.2776209,36.9631575,,,
464f4f6be8f42afb0c1666c0b6848c9d,151673.7988,470870.7042,126.4525213,37.7390297,,,
4655bba6e64abce09366561861825302,138120.0902,101026.898,126.3278035,34.4053633,,,
465bd3404781f67793384f60376da00c,543905.2295,456216.1331,130.8914856,37.5441384,,,
465dea00e2b3f471e5aeaede63e967af,171479.9465,435026.3318,126.6786168,37.4169142,,,
465fa771f73f4e0d4d8064ce613b97ab,330783.1236,352870.8787,128.4636865,36.6681018,,,
466602b149db7375223dcdbdcf191c13,164749.76,316550.4468,126.6081064,36.3491296,,,
466de9de996a613617ef2b036f614cf4,173301.8293,440815.5469,126.6989873,37.4691291,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
467aa473616bbc6fb366787ac20ca85c,207987.7389,135739.8393,127.0880159,34.7201044,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4696473c91f443e0e2aa1384ef9ede35,190731.4607,256877.751,126.8982504,35.8119532,,,
4698c7763989ec858ae6e2353ecd06fc,176756.6791,91246.34382,126.7482767,34.3187871,,,
469a0f043d810f0fb7483834abf67367,228229.7723,449839.1018,127.3202492,37.5503882,,,
469e41c8ea5303bb6358ed936164373a,154142.2619,176486.9958,126.4979451,35.0863818,,,
469f7e8ad83fb102bc4a1e9f6665a242,267529.1365,333963.4299,127.7545761,36.5043194,,,
46a0bf57ddcc1b3d56a205bcb5675811,322779.3074,161512.344,128.344826,34.9450208,,,
46a69c34ddb371fe0f4728961a19321e,242503.575,344586.5308,127.4758299,36.6014818,,,
46b7cad17661745e2e109a27fd697099,411822.9421,229045.0746,129.3363639,35.538538,,,
46b98abc42e9e4840a62a1574ad97dcc,188785.6909,374011.49,126.8750264,36.8675114,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
46bfe9e2e5ab04bedcf89f08ad0afa7d,186744.5623,312163.2687,126.8532052,36.3101488,,,
46c414d7cd9d1aff0e107daa863eaa0e,306380.7214,403986.7868,128.1979584,37.1316406,,,
46c41fe739421babd0fb8a6804957a8b,364013.3753,189549.2881,128.8015652,35.191784,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
46c8d2b3bf39b90267b576c0b80d72f3,218469.3259,450195.1085,127.2098053,37.5538422,,,
46cab5bbf99c192b6010900ca0be731e,245541.2196,408919.4064,127.5136361,37.1810173,,,
46cae14404afd782993595cd5423a9cf,195164.9917,413228.3985,126.9463148,37.2209371,,,
46d045ff5190f6ea93739da6c0aa19bc,230856.1365,184779.0839,127.3394818,35.1616969,,,
46d31859792523eac12a405d1e73b733,297509.2185,359884.9139,128.0924615,36.735283,,,
46db2b1a4bd4e308ec36b559e1cb7386,210632.1742,263235.0256,127.1185291,35.8692355,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
46db7426551334caf24ab94430320c4e,184290.6052,428449.5455,126.8234698,37.3579632,,,
46dca23fa71c19ef2eeeb3d07df97868,400316.3715,261853.6616,129.2177407,35.8364018,,,
46e5cfb4fdaaf60259ba677be54debca,114538.3037,157571.8582,126.0656407,34.9133274,,,
46f0ddd2c90a2dfcbbe2e1d9dec8b03c,343777.6789,216866.5978,128.5842606,35.4410077,,,
46f1653c103983d416816a1b46c2b37b,342440.973,508587.9551,128.623972,38.0689173,,,
46f1f40bc1ac177bffc705aef6f21f92,298184.1154,159102.6826,128.0753564,34.925983,,,
46fd4bc0efab28e1502300ced1890813,200030.088,422424.4676,127.0011298,37.3038098,,,
470aa8fd1b7788e0d08ce6c88093b5ca,270119.3111,297246.3453,127.7801856,36.1732785,,,
470e42aa00262c69871e66d93fd0ec0d,205950.0944,365425.9044,127.0674582,36.7901955,,,
47125c7dbea1302f0b42ed888ccd4edb,205955.0575,365481.0846,127.0675142,36.7906927,,,
47154daacacec052eecdd59bd452756f,177168.6463,442862.8705,126.7426345,37.4876792,,,
47189b98c969c8e5a60ed7caec193411,180104.5662,462852.1915,126.7752865,37.667847,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
47237f2f0fb176e6e55c35e2e1648b95,229657.8272,427170.2916,127.3355004,37.3460994,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
472596118cb40126d175b41fde691517,262234.7077,242488.7214,127.6882729,35.6803551,,,
472adaa95ab5b446016c6a9186a995d8,204827.3331,502843.9093,127.0557647,38.0283549,,,
472e6c80c1847190666cb7f571cb412c,307506.4327,409045.7057,128.2113501,37.1770854,,,
472ededcf4d9d67d7e3ec0f8261c0734,210133.7548,298974.836,127.1134653,36.1913355,,,
4734199a877c20969ab5fead37eeb817,225155.8914,520685.1301,127.2879241,38.1887506,,,
473776ad8ce48834cf2b11bbaf6d7b14,392164.1764,230787.8021,129.1201587,35.5582356,,,
473bf958e7c2740da07f79fce73d310a,226292.6879,197547.8734,127.2898013,35.2769158,,,
473ece3a1d9de9fb7c4ac0a9b6282e39,330002.0697,154865.9088,128.4228367,34.8842289,,,
473f4241d6c911a3c8439165f05bf270,191294.3726,183390.8001,126.905271,35.149617,,,
4741dfceb5fe58360518c19e26375684,184830.2888,428497.2079,126.8295605,37.3584017,,,
474727e3c14e1df2ccadb46be3729847,385511.8835,192129.5312,129.0380598,35.2112888,,,
4747bd3461cd25e628805c89b961bfb6,203263.6108,420600.5447,127.0375942,37.2873702,,,
4749b88dcaa3d9ea754906e78190684a,156662.6449,417023.7268,126.5122931,37.2541367,,,
474a55d9474cd669110a43e36fbbc504,190218.9868,197843.0397,126.8932968,35.2798715,,,
474a7c363a549673e8169ec139e8fc1a,244542.4361,353759.8023,127.4991475,36.6840489,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
474b45d93b5c87deab2c72717dd61135,209613.1888,368077.2137,127.1085316,36.8140567,,,
474b73f2f4c0c28e6922949df89f9bd0,171454.5747,424289.1656,126.6787449,37.320171,,,
474d3e28577e0c1f7cd1236fb785a05c,163580.2019,223158.9639,126.5993615,35.5074271,,,
474fdfb623dafaf02e97e27480002920,307915.1368,287107.1329,128.1988345,36.0784542,,,
4753b460c983220babe0ca33a8684e70,186539.8863,352889.0789,126.8502142,36.6771464,,,
4753c234efc3336c22758e102a317ee6,264533.1912,331945.4932,127.7209688,36.4863426,,,
475420cb0d1884be19525a1a15ab4cff,348365.6119,196851.5634,128.6311435,35.2600075,,,
475523697713d1f2bb01f6d0f5f9881f,173455.8664,385832.3293,126.7026892,36.9737188,,,
4756bbdf6c49eee7f9160b37d59ac2db,362888.2204,188852.4007,128.7890796,35.1856886,,,
475b59d5966e3649c129c43ead939276,191679.4623,180540.9941,126.9095259,35.1239334,,,
475cbd919df374651142c9bd060f5f21,389748.3677,356331.3378,129.1237594,36.6893436,,,
476452af672e3f2da96f946cf9bf6109,244356.48,348085.7313,127.4967395,36.6329289,,,
476b2d894a84e0b5108143022f9a0b20,205141.9564,259600.6791,127.0577149,35.8365248,,,
476c697e340bea68054e6e91b66c62e3,150414.7307,-159.3328765,126.4672442,33.4938383,,,
4774ed3c3dac41ba844b576514407ba4,196299.5893,430975.5994,126.9590085,37.3808498,,,
4776bad43e70ec3cf2a3fe1756f538c7,409532.5751,231729.3498,129.3118225,35.5631977,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
47773b6aa8573ccba662d370c1d62b37,314771.3856,203054.3039,128.262947,35.3203098,,,
477a0c687e5dd4ca803994b7cede93fe,197617.1988,433282.7035,126.973878,37.4016416,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
477b017905abda7e2defc947cc451b84,338653.9223,218381.8533,128.5281076,35.4553865,,,
477c7ed67450b7e7b42ae19b95ac1443,209390.918,232673.9869,127.10443,35.5938116,,,
477e91061d2097d13e38767708f3c630,194414.235,401388.4283,126.9379454,37.1142489,,,
4785d9cdff20ff7f0d342bd0990841b9,538164.0853,454468.001,130.8258642,37.5305435,,,
478b26227013d116f3bff9990aa86643,346543.7971,277020.5324,128.6256739,35.982538,,,
478c30b5988de59262223185fe0a3d48,248359.3431,357979.5191,127.5421165,36.7218858,,,
47939a9282c47e63b21f49fbbdc381e7,411415.5589,228787.9982,129.3318085,35.5363098,,,
4794bc13baab3b198545f4ebd81a67bc,121561.6994,153247.7176,126.1428922,34.8749217,,,
4796d11f1304467283b8ca10dbeb929d,200634.1055,431408.6972,127.0079497,37.3847595,,,
4796fa4c7aacf8dbe49f371bd56fe5f0,205121.6755,413107.7783,127.0584967,37.2198494,,,
479a226aae53b35bb3c044ad5beab49a,288186.6629,428061.0463,127.9960864,37.3504158,,,
479a4023a5ab84ded726f30c794f70cd,396653.8849,186694.9312,129.1590491,35.1602194,,,
47a540ebea0a5e4a1a7d8abc80390fbd,217223.3452,419498.0234,127.1949919,37.2772835,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
47a73efaae0fa0b4fc8868f6ba71713c,381620.0384,196519.1578,128.9963117,35.2515416,,,
47ace49be134e68e6822a381f003c29c,374390.9508,381248.8843,128.9577316,36.9166842,,,
47aebfd3d32d9fd920a015775e6265a2,383146.5675,338277.287,129.0456431,36.5280494,,,
47b1b76313400eb128a18498c8770cf3,303794.7109,324655.2478,128.1580745,36.4172136,,,
47b51f92a8d2c546aee8bb5d9301719b,204648.8806,412439.87,127.0531657,37.2138337,,,
47bdb6bbb3e2b23ccb1d8efd1cced471,254019.0435,291738.7314,127.6008615,36.1246764,,,
47be27618e466742106f37ff9d1bfb39,215341.3016,437403.2888,127.1741401,37.4386457,,,
47bf7d2674848ef6ce4baf76c7666ea3,357473.5326,417670.6637,128.7756081,37.2476844,,,
47c0fa617e391135662aa9ff7acb582e,274981.9645,385094.5339,127.8427707,36.9644665,,,
47c1453eb6367d34042f63a4e0931e5f,163677.9082,223432.9617,126.6004262,35.5099002,,,
47c2cf4d3af7cc101fbf549e583c1132,389952.1047,195802.1588,129.0876398,35.24354,,,
47c2d1a9ff79425fc3b22d15c4e3c04b,187445.4282,460621.9455,126.8585281,37.6478833,,,
47c48eb024d82ab5f6af4fe6c8343bc8,245807.0159,378903.9972,127.5148049,36.9105558,,,
47cb7b5c4ac102706deacdd91373b27d,206821.3628,498327.6044,127.0784334,37.9876539,,,
47ceaf432d2a4019b5a19031854c7b8b,186277.7218,353113.1983,126.8472773,36.6791622,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
47d1a0f7e798fac183369660cc8a9895,413954.2174,339824.63,129.3897907,36.5355925,,,
47d1b0e372cd36e3b8878d1567a256d5,181114.5877,460144.011,126.7868045,37.6434685,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
47d306f26c1007a47fc25c3be88a4800,184922.5496,440652.9381,126.8303529,37.4679273,,,
47d420e146022c9b59402f9b3ed6a4d4,207832.8955,477849.933,127.0897275,37.8031549,,,
47d57f13e155afe1fc16afeffa73b976,138858.5165,102105.9167,126.3357572,34.4151336,,,
47d79946f0253f521a50ed39f8ac2198,253210.0608,387796.34,127.5984973,36.9902909,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
47da7f6c1eee32ca71cc6a3f63eb3bc8,,,126.6291223,34.7565323,,카카오_도로명주소,전남광주통합특별시 영암군 군서면 왕인로 440
47dab867bee886ccf082bae83b1d487a,224939.5743,234612.6926,127.2760611,35.611016,,,
47dc7a6497c0e205713a56f10fb734b6,257884.2106,338739.1746,127.6472812,36.5479842,,,
47dcc1b8fe847c93c5365b11eba3fbcb,271977.4478,503181.701,127.8205733,38.028558,,,
47dd3984b2418e72cf2ac58730c6ffc3,224356.6985,432808.0583,127.2758588,37.3970499,,,
47e032d68ad53f2aac2af82b28b9e632,246840.95,238932.9618,127.5180283,35.649159,,,
47e61e2396f555ffee33642ac2650bfe,252108.0381,313349.4464,127.5810693,36.3195253,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
47e678a6d059313949c4bb73d2ca09b8,162533.7664,119602.9482,126.5925043,34.5739874,,,
47e74e650cc887edadd2289e76358d21,208504.0563,410638.9086,127.0965777,37.1975794,,,
47ecbddd61f06fde0ad4850baec19d93,198416.0872,175851.9303,126.9834415,35.0817014,,,
47ee3695f50f70a1757d55d06fabb6c7,204118.1727,469839.6956,127.0475024,37.7310101,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
47eed94589fb6e53a3d68fd3d076fecc,346406.2855,186028.7468,128.6076987,35.1627829,,,
47ef1ac2e89e143f95e3b214fbf2135f,190254.2579,438716.0563,126.8906483,37.4505478,,,
47f02518db1ba14850bf37de3858ff35,322924.9144,195751.6262,128.3514968,35.253538,,,
47f4ecccd8cfa563f30bc3aa01d9e42b,245639.8532,507088.5807,127.5208634,38.065461,,,
47f578a963a07077dc91973a507f068e,275718.8304,221752.696,127.8352711,35.4925415,,,
47f625eb3036b6ff9c826ae2a059797b,208968.763,420162.3434,127.1019258,37.2833847,,,
47f9892d9599ba36d661d00cdb5aa9cf,211576.6636,291308.7012,127.1293949,36.1222321,,,
47ff143cecbb13e5bfb1cd9ab87dadfd,169452.0824,435925.4815,126.6556725,37.4249507,,,
48047799445dd1df6bae53f6399ed3d3,342639.2041,295997.6923,128.5858201,36.1540762,,,
480f71e0cafebadf628536703ba1a7a7,239309.9379,262054.4595,127.4360036,35.8578669,,,
4816740a30f10677706198533e76ba0d,294542.2218,176106.692,128.0374347,35.079574,,,
482c5e98c4f5d0a28aab1777fe12f983,244199.7494,349446.292,127.4950653,36.6451961,,,
482d0172a29ae9bfe5b4eb4510475282,238812.2857,387918.0172,127.4367796,36.9920904,,,
4830837abd4058a8525caee35c843897,183071.9483,189293.5904,126.8149147,35.2027164,,,
48322d4e5d25cd32c58711962bec9d34,176677.4284,91478.09959,126.7474094,34.3208745,,,
4838a56c9a2731cd63e1f6b751c25fd5,367301.3154,474112.3613,128.8991425,37.7542349,,,
483d7c776b873f8160bc85adb77c6590,223249.0473,332040.2195,127.2602611,36.4890846,,,
4840a03dcbab6bdcab55e8f5c3476ca9,204909.6309,487904.8134,127.0566014,37.893764,,,
48417d21feb79b322d182dec4a9de1f2,392529.7404,185382.9445,129.1135094,35.1491993,,,
484e9bd5e9e6f2b297c61c14f02ae1e5,173743.9129,286910.9641,126.7092959,36.0823114,,,
4851e73b9c4ad1ddc8fad90e15a1a669,237686.6691,252842.2185,127.4175994,35.774907,,,
48572c01f59b909ac5cf4bab765a24bd,252046.8087,364839.928,127.5838581,36.7835081,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4857c8694c095e221222915fef81e65c,193151.8975,183689.4774,126.9256534,35.1523236,,,
485b8488a2c9be45356ade1af990bea4,236207.7983,354092.0418,127.4059156,36.6873959,,,
485dbeaf563be4362cea43ee82820f8c,350298.002,155602.3966,128.6449002,34.8880672,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
485fceca734c605bdc8f11cd5c228cd2,412241.6145,325832.3014,129.3668497,36.4099889,,,
485ffcfebdd92de5a39ad2bf6753a808,335552.4672,193670.2412,128.4898648,35.2331568,,,
48669ff386668d96a898b61eefd04b39,186466.6212,423512.1504,126.848122,37.3135107,,,
486ea11879ec5b24b9c55e40b31f30a5,181767.8405,463759.2287,126.7941156,37.6760537,,,
487000765e33a165a2d9978f0487b19b,414133.8013,286739.6243,129.377249,36.057574,,,
487e9f947941f4d4f10186eda9b03dab,179427.4078,444580.0769,126.768126,37.5032043,,,
487ee7b85e3068db24537275f348ea66,155059.7303,231644.8822,126.5049746,35.583558,,,
488443fe9849da5e0ea46c106091786e,366698.8281,473379.8863,128.8921417,37.7477491,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
4884bceb8dfedda2a5aea8afcde64734,382535.695,202846.162,129.0077724,35.308368,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
488913fa5aff8f434a01b92120068a64,159438.7864,1021.803537,126.5642938,33.5048676,,,
489109c2372d2645e7efe1e719cf0b0d,172619.083,273643.3505,126.6972676,35.962711,,,
4892966c8f5aebe4cb8634c8d68586f4,291631.4395,148529.8166,128.0024968,34.8313067,,,
48996ba0c645060a35304cea2de9240c,211394.1316,307456.5341,127.1276005,36.2677579,,,
489c54164cd2b9937d468a55f22719b7,285508.9848,427178.6976,127.9657678,37.342717,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
489ed1dcdd1147ef62e760f73ca9ec4f,333096.8778,352683.1853,128.4895269,36.6660905,,,
48a42d784c4aa43c9b6ce4b324ae4a15,209168.9461,438568.3369,127.1044093,37.4492241,동일 시군구 + 유사도 90 이상 + 분류호환 + 후보 점수차 10 이상,,
48a7012f481754be5a49bbdfb3e99e4f,341250.0293,469525.3103,128.602766,37.7173118,,,
48a888f3b5c48db9f611c2fceadccd9e,194997.7708,427171.5832,126.9443358,37.3465687,,,
48b04b9372083d86d142b6d15489652e,242336.5837,190672.2044,127.4657886,35.2143958,,,
48b81de5239142e012834cb25ce5106c,389112.6367,353564.4224,129.1159688,36.6645538,,,
48b932ade6a09588ac525692bff65a57,188452.2604,181900.8724,126.8741018,35.1361587,동일 시군구 + 유사도 90 이상 + 분류호환 + 후보 점수차 10 이상,,
48bb33675fb0221ed9035210d43d2371,303066.3357,323225.1266,128.1497651,36.4044068,,,
48be767ee752389609ca70a6d5d4a466,194545.5196,201096.671,126.9408314,35.3092308,,,
48c02d7529449d21783db7d42cf1df64,324007.2456,553794.3847,128.4218829,38.4787596,,,
48c0ba8b87b410eb62a5f28766e7ab78,219905.942,309013.2226,127.2223641,36.2816491,,,
48c36643ea34dc8dfededc88b2530095,409250.6234,402136.0327,129.3544289,37.0976517,,,
48c59b2aab37d73b6141389f32075394,255374.8694,420893.2676,127.6252565,37.2883698,,,
48d07055e4d9c4b0b569ece017edaaef,182944.969,457827.4679,126.8075979,37.622633,,,
48d166f09609243120f6cb138d0be222,249312.5175,159610.6143,127.5405576,34.9341112,,,
48d34ac12687ca5877005600e4b5a97f,376054.6995,180461.6813,128.9317715,35.1078822,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
48d5adbed6d0a8f2933a473ca29718e8,345978.8186,263919.4379,128.617009,35.8645975,,,
48d96db62ccf1df9938abc29428767f0,144780.0892,459322.9188,126.375191,37.6346037,,,
48dd7a9b94e2cc2a51ff6c1d939cec43,358479.249,265404.9873,128.7556467,35.8760393,,,
48dee483057deb083eef43ae0e853ec8,182730.0399,445069.1435,126.8054648,37.5076786,,,
48e4cf91bab6838ceb70e0c6ea3abb9d,409504.4523,233014.6558,129.311845,35.5747786,,,
48e61c66533c6af8ba211ef608b03305,388810.5471,230773.7385,129.0831907,35.558753,,,
48e7b14d25726b084d6a91d3eff80ad9,342204.2277,264098.82,128.5752648,35.8667681,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
48f142a3115a043ed9b7724ed959eb19,246483.2921,274619.6908,127.5161501,35.9707919,,,
48f2f584ffde1319791fbd7566d89082,387809.1786,184136.224,129.061456,35.1388608,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
48f5b711dac55aeb6a536cce3fca3e21,384197.4739,180304.1327,129.0209979,35.1050084,,,
48f5c12e61b81ddc42e2af70b631477c,235267.7174,142781.577,127.3861279,34.7830026,,,
48f78d9982a36196b3895e794e652026,212015.0609,414671.9841,127.1361888,37.2338806,,,
48f7f9fbabc9cba5daecdf01d74d2a43,395798.7817,435326.7967,129.2119449,37.3993958,,,
48f91aa931f2adc833d2fd8bdaa34794,271469.8456,503041.1814,127.8147785,38.0273323,,,
490137b357525fb23a16b70d0a27d43d,290609.6802,512289.1582,128.0339097,38.1089252,,,
4903f74250444bf09d7338b97a14038f,190502.441,311201.6866,126.8950594,36.3015278,,,
4909ef238dc6192fc606e396d3008ad3,304262.0252,156692.2058,128.1415625,34.9036535,,,
491382b84f72cc7bda177649048ddd2d,220888.0145,309601.5004,127.2333107,36.2869298,,,
491402a2726fb3af192694915d3776be,213404.6287,258156.3528,127.1491425,35.8234302,,,
4916e95c40bdfadd98d55533f4ba0109,377879.3221,277494.6977,128.9730587,35.9816039,,,
49185d544d044067221ea8f698301d65,184544.3671,413220.8145,126.8266519,37.2207525,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
491944522e1161400de46acc04fe26a4,215341.3016,437403.2888,127.1741401,37.4386457,,,
491af04ed04d73c4d8dd7a2c731872a4,208429.2435,434093.9217,127.0959991,37.4089162,,,
491db4267f1c39753d2cda1fb36b3d5c,167258.6263,375963.5352,126.6335198,36.8845987,,,
49268a378897730fb350520ea58135a2,391821.2088,440310.3975,129.1683489,37.4450974,,,
49276394349309ab15f76e3af46e9bc7,269671.9781,492558.3799,127.7932885,37.933039,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
4927f15cf856bc5aca2ab83cf2adb689,240237.5364,315709.9834,127.4490064,36.3413651,,,
4929a6923e29368bb5bd4d2183ccabfc,179110.78,444788.2605,126.7645392,37.5050728,,,
492f40be14586cfc84fa5e10dd26a201,343902.0801,263530.8099,128.5939543,35.8614032,,,
49329b0a23b0357420b9e1dcde73a9b3,265225.7771,224857.9945,127.7198896,35.521271,,,
4936fe69edc4bebce14421a073c1e827,220033.7843,524967.871,127.2295785,38.2274611,,,
493be8e27d38b861a3a81bb5af207089,229406.4646,214797.7676,127.3246444,35.4323045,,,
493c8d8e1bb466589f0c87805c3ea97b,304336.4092,324690.6828,128.1641178,36.4174742,,,
493f43bb47b1b56cd625032164fd12c2,387073.2292,328467.914,129.0870887,36.4389513,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
493f46e8e83e22a1a8af7f5291c0d959,192353.6,402235.5707,126.914752,37.1218674,,,
494ae7c19322dd29b97839292d8fa71e,387482.7394,185523.6306,129.0581909,35.151419,,,
494d5b4337d8bbc222efed475423db5d,355835.2123,183270.1388,128.7106267,35.1365131,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4953dfe54d1a3bcfd8c6cad09e188bb5,181582.0843,438686.4367,126.7926416,37.4501484,,,
49551fb2611f999561b3de8b883b4b28,149853.0268,206246.3195,126.4490981,35.3543992,,,
495b77809191953ae98b2b01ef75f9f3,197642.2025,419858.4583,126.9742042,37.2806861,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
495d64c4f1b3c6e922ba3859e81010ce,264624.2993,331552.4397,127.7219527,36.4827947,,,
49607a0732b7e67a98e2a0dcf0bca059,197623.219,413288.0328,126.9740116,37.2214841,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
4961e2cf19420e49024766e3d2e40f3c,183457.7272,462602.2062,126.8132976,37.6656614,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
49632ae1cb656c4ca033995850057048,263787.5732,159444.7916,127.6989715,34.9318103,,,
496a49929422920ded197cecae036321,369033.2811,366854.7128,128.8944406,36.7880243,,,
4970fe5496efa1e8fe7350a2394c263f,158171.7767,136687.5489,126.5441235,34.7278197,,,
497ebf9355e73db9e664236c54590783,210404.8057,298865.6203,127.1164773,36.1903484,,,
498074e0543021c0e1f5f01dc69c3193,236920.3891,313727.6688,127.4119637,36.323634,동일 시군구 + 유사도 95 이상 + 후보 점수차 10 이상,,
49810240c1af91130434685cbde84155,132442.9073,109394.0079,126.2654012,34.4804278,,,
4981178c856fa7f1109e712a47ab0929,265263.7984,225012.3376,127.7203211,35.5226595,,,
49836e9b88b5e13d9a1e5ffa021d9e51,253426.3275,164100.7326,127.5858702,34.9743742,,,
498f0706bdeba91c724d7bdeb5b1eecb,254814.2072,359118.1352,127.6144484,36.7317954,,,
49903c1e37d23bacde9f7833032d8087,314624.0271,202821.2193,128.2612943,35.3182264,,,
4990e3e816f505965daf2ca59a67d7e0,228103.3761,321496.9925,127.3140543,36.3939449,,,
49913c85a126be4b558a7e9b11f25cce,245986.666,507686.2236,127.5248536,38.0708275,,,
49916c77934bcdb18b4de583a41971a5,420482.5883,223996.7617,129.4303995,35.4911927,,,
499325208b4f38cb6808eb1e160a00d1,167986.7648,432132.5945,126.6392828,37.3907274,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
49941eb25922f47ad7231ec37366a575,367547.9087,267233.2438,128.8564023,35.8909998,,,
4997dc9d44db89c2838120ef3c042068,175584.0645,443451.7345,126.7246982,37.4929442,,,
49a385d2c13142625c80f6a146239ea3,,,126.3154771,36.6293082,,카카오_도로명주소,충청남도 태안군 남면 천수만로 24
49a44618b3d3c111b172ef02735078a9,179869.4927,442119.0806,126.7731931,37.4810406,,,
49a56547bef529d83572a345fb125fa9,350644.9328,464798.0762,128.7082994,37.6732448,,,
49ab29c34adfcb57004cf196f9df5a8e,407546.0274,230311.0764,129.2895646,35.5508429,,,
49adff68d111d95b18a07f913f04040b,278464.6958,161425.522,127.8597855,34.948634,,,
